"Time","Sensor_No","Analog_Read","Voltage_mV","Temperature_degC"
"8.6.2023 9:47:19",2,207,621,12.1
"8.6.2023 9:47:19",3,207,621,12.1
"8.6.2023 9:47:19",4,205,615,11.5
"8.6.2023 9:47:28",1,206,618,11.8
"8.6.2023 9:47:28",2,206,618,11.8
"8.6.2023 9:47:28",3,207,621,12.1
"8.6.2023 9:47:28",4,205,615,11.5
"8.6.2023 9:47:38",1,206,618,11.8
"8.6.2023 9:47:38",2,206,618,11.8
"8.6.2023 9:47:38",3,206,618,11.8
"8.6.2023 9:47:38",4,206,618,11.8
"8.6.2023 9:47:48",1,207,621,12.1
"8.6.2023 9:47:48",2,206,618,11.8
"8.6.2023 9:47:48",3,206,618,11.8
"8.6.2023 9:47:48",4,205,615,11.5
"8.6.2023 9:47:57",1,206,618,11.8
"8.6.2023 9:47:57",2,206,618,11.8
"8.6.2023 9:47:57",3,206,618,11.8
"8.6.2023 9:47:57",4,205,615,11.5
"8.6.2023 9:48:7",1,207,621,12.1
"8.6.2023 9:48:7",2,207,621,12.1
"8.6.2023 9:48:7",3,206,618,11.8
"8.6.2023 9:48:7",4,205,615,11.5
"8.6.2023 9:48:16",1,206,618,11.8
"8.6.2023 9:48:16",2,207,621,12.1
"8.6.2023 9:48:16",3,207,621,12.1
"8.6.2023 9:48:16",4,206,618,11.8
"8.6.2023 9:48:26",1,206,618,11.8
"8.6.2023 9:48:26",2,206,618,11.8
"8.6.2023 9:48:26",3,205,615,11.5
"8.6.2023 9:48:26",4,205,615,11.5
"8.6.2023 9:48:35",1,207,621,12.1
"8.6.2023 9:48:35",2,205,615,11.5
"8.6.2023 9:48:35",3,207,621,12.1
"8.6.2023 9:48:35",4,207,621,12.1
"8.6.2023 9:48:45",1,206,618,11.8
"8.6.2023 9:48:45",2,206,618,11.8
"8.6.2023 9:48:45",3,207,621,12.1
"8.6.2023 9:48:45",4,206,618,11.8
"8.6.2023 9:48:55",1,205,615,11.5
"8.6.2023 9:48:55",2,208,624,12.4
"8.6.2023 9:48:55",3,206,618,11.8
"8.6.2023 9:48:55",4,206,618,11.8
"8.6.2023 9:49:4",1,206,618,11.8
"8.6.2023 9:49:4",2,206,618,11.8
"8.6.2023 9:49:4",3,208,624,12.4
"8.6.2023 9:49:4",4,206,618,11.8
"8.6.2023 9:49:14",1,206,618,11.8
"8.6.2023 9:49:14",2,207,621,12.1
"8.6.2023 9:49:14",3,207,621,12.1
"8.6.2023 9:49:14",4,207,621,12.1
"8.6.2023 9:49:23",1,207,621,12.1
"8.6.2023 9:49:23",2,206,618,11.8
"8.6.2023 9:49:23",3,206,618,11.8
"8.6.2023 9:49:23",4,205,615,11.5
"8.6.2023 9:49:33",1,205,615,11.5
"8.6.2023 9:49:33",2,206,618,11.8
"8.6.2023 9:49:33",3,207,621,12.1
"8.6.2023 9:49:33",4,206,618,11.8
"8.6.2023 9:49:43",1,206,618,11.8
"8.6.2023 9:49:43",2,205,615,11.5
"8.6.2023 9:49:43",3,207,621,12.1
"8.6.2023 9:49:43",4,206,618,11.8
"8.6.2023 9:49:52",1,205,615,11.5
"8.6.2023 9:49:52",2,205,615,11.5
"8.6.2023 9:49:52",3,200,600,10
"8.6.2023 9:49:52",4,206,618,11.8
"8.6.2023 9:50:2",1,206,618,11.8
"8.6.2023 9:50:2",2,204,612,11.2
"8.6.2023 9:50:2",3,199,597,9.7
"8.6.2023 9:50:2",4,206,618,11.8
"8.6.2023 9:50:11",1,207,621,12.1
"8.6.2023 9:50:11",2,206,618,11.8
"8.6.2023 9:50:11",3,206,618,11.8
"8.6.2023 9:50:11",4,206,618,11.8
"8.6.2023 9:50:21",1,207,621,12.1
"8.6.2023 9:50:21",2,203,609,10.9
"8.6.2023 9:50:21",3,205,615,11.5
"8.6.2023 9:50:21",4,206,618,11.8
"8.6.2023 9:50:31",1,207,621,12.1
"8.6.2023 9:50:31",2,206,618,11.8
"8.6.2023 9:50:31",3,207,621,12.1
"8.6.2023 9:50:31",4,206,618,11.8
"8.6.2023 9:50:40",1,208,624,12.4
"8.6.2023 9:50:40",2,206,618,11.8
"8.6.2023 9:50:40",3,206,618,11.8
"8.6.2023 9:50:40",4,206,618,11.8
"8.6.2023 9:50:50",1,207,621,12.1
"8.6.2023 9:50:50",2,206,618,11.8
"8.6.2023 9:50:50",3,207,621,12.1
"8.6.2023 9:50:50",4,206,618,11.8
"8.6.2023 9:51:0",1,207,621,12.1
"8.6.2023 9:51:0",2,205,615,11.5
"8.6.2023 9:51:0",3,207,621,12.1
"8.6.2023 9:51:0",4,206,618,11.8
"8.6.2023 9:51:9",1,206,618,11.8
"8.6.2023 9:51:9",2,207,621,12.1
"8.6.2023 9:51:9",3,207,621,12.1
"8.6.2023 9:51:9",4,206,618,11.8
"8.6.2023 9:51:19",1,207,621,12.1
"8.6.2023 9:51:19",2,207,621,12.1
"8.6.2023 9:51:19",3,207,621,12.1
"8.6.2023 9:51:19",4,206,618,11.8
"8.6.2023 9:51:28",1,207,621,12.1
"8.6.2023 9:51:28",2,206,618,11.8
"8.6.2023 9:51:28",3,207,621,12.1
"8.6.2023 9:51:28",4,205,615,11.5
"8.6.2023 9:51:38",1,208,624,12.4
"8.6.2023 9:51:38",2,206,618,11.8
"8.6.2023 9:51:38",3,207,621,12.1
"8.6.2023 9:51:38",4,206,618,11.8
"8.6.2023 9:51:48",1,207,621,12.1
"8.6.2023 9:51:48",2,207,621,12.1
"8.6.2023 9:51:48",3,208,624,12.4
"8.6.2023 9:51:48",4,205,615,11.5
"8.6.2023 9:51:57",1,207,621,12.1
"8.6.2023 9:51:57",2,207,621,12.1
"8.6.2023 9:51:57",3,209,627,12.7
"8.6.2023 9:51:57",4,206,618,11.8
"8.6.2023 9:52:7",1,208,624,12.4
"8.6.2023 9:52:7",2,206,618,11.8
"8.6.2023 9:52:7",3,207,621,12.1
"8.6.2023 9:52:7",4,206,618,11.8
"8.6.2023 9:52:16",1,207,621,12.1
"8.6.2023 9:52:16",2,206,618,11.8
"8.6.2023 9:52:16",3,207,621,12.1
"8.6.2023 9:52:16",4,206,618,11.8
"8.6.2023 9:52:26",1,205,615,11.5
"8.6.2023 9:52:26",2,206,618,11.8
"8.6.2023 9:52:26",3,207,621,12.1
"8.6.2023 9:52:26",4,206,618,11.8
"8.6.2023 9:52:36",1,206,618,11.8
"8.6.2023 9:52:36",2,205,615,11.5
"8.6.2023 9:52:36",3,207,621,12.1
"8.6.2023 9:52:36",4,206,618,11.8
"8.6.2023 9:52:45",1,205,615,11.5
"8.6.2023 9:52:45",2,210,630,13
"8.6.2023 9:52:45",3,207,621,12.1
"8.6.2023 9:52:45",4,206,618,11.8
"8.6.2023 9:52:55",1,206,618,11.8
"8.6.2023 9:52:55",2,199,597,9.7
"8.6.2023 9:52:55",3,203,609,10.9
"8.6.2023 9:52:55",4,206,618,11.8
"8.6.2023 9:53:5",1,206,618,11.8
"8.6.2023 9:53:5",2,209,627,12.7
"8.6.2023 9:53:5",3,208,624,12.4
"8.6.2023 9:53:5",4,206,618,11.8
"8.6.2023 9:53:14",1,206,618,11.8
"8.6.2023 9:53:14",2,206,618,11.8
"8.6.2023 9:53:14",3,207,621,12.1
"8.6.2023 9:53:14",4,206,618,11.8
"8.6.2023 9:53:24",1,207,621,12.1
"8.6.2023 9:53:24",2,207,621,12.1
"8.6.2023 9:53:24",3,206,618,11.8
"8.6.2023 9:53:24",4,206,618,11.8
"8.6.2023 9:53:33",1,206,618,11.8
"8.6.2023 9:53:33",2,209,627,12.7
"8.6.2023 9:53:33",3,206,618,11.8
"8.6.2023 9:53:33",4,205,615,11.5
"8.6.2023 9:53:43",1,207,621,12.1
"8.6.2023 9:53:43",2,207,621,12.1
"8.6.2023 9:53:43",3,208,624,12.4
"8.6.2023 9:53:43",4,206,618,11.8
"8.6.2023 9:53:53",1,207,621,12.1
"8.6.2023 9:53:53",2,207,621,12.1
"8.6.2023 9:53:53",3,207,621,12.1
"8.6.2023 9:53:53",4,207,621,12.1
"8.6.2023 9:54:2",1,208,624,12.4
"8.6.2023 9:54:2",2,207,621,12.1
"8.6.2023 9:54:2",3,207,621,12.1
"8.6.2023 9:54:2",4,204,612,11.2
"8.6.2023 9:54:12",1,208,624,12.4
"8.6.2023 9:54:12",2,207,621,12.1
"8.6.2023 9:54:12",3,207,621,12.1
"8.6.2023 9:54:12",4,207,621,12.1
"8.6.2023 9:54:21",1,207,621,12.1
"8.6.2023 9:54:21",2,207,621,12.1
"8.6.2023 9:54:21",3,209,627,12.7
"8.6.2023 9:54:21",4,206,618,11.8
"8.6.2023 9:54:31",1,208,624,12.4
"8.6.2023 9:54:31",2,206,618,11.8
"8.6.2023 9:54:31",3,208,624,12.4
"8.6.2023 9:54:31",4,205,615,11.5
"8.6.2023 9:54:41",1,207,621,12.1
"8.6.2023 9:54:41",2,208,624,12.4
"8.6.2023 9:54:41",3,205,615,11.5
"8.6.2023 9:54:41",4,206,618,11.8
"8.6.2023 9:54:50",1,206,618,11.8
"8.6.2023 9:54:50",2,206,618,11.8
"8.6.2023 9:54:50",3,208,624,12.4
"8.6.2023 9:54:50",4,205,615,11.5
"8.6.2023 9:55:0",1,208,624,12.4
"8.6.2023 9:55:0",2,206,618,11.8
"8.6.2023 9:55:0",3,208,624,12.4
"8.6.2023 9:55:0",4,206,618,11.8
"8.6.2023 9:55:10",1,207,621,12.1
"8.6.2023 9:55:10",2,206,618,11.8
"8.6.2023 9:55:10",3,207,621,12.1
"8.6.2023 9:55:10",4,207,621,12.1
"8.6.2023 9:55:19",1,205,615,11.5
"8.6.2023 9:55:19",2,207,621,12.1
"8.6.2023 9:55:19",3,206,618,11.8
"8.6.2023 9:55:19",4,207,621,12.1
"8.6.2023 9:55:29",1,208,624,12.4
"8.6.2023 9:55:29",2,206,618,11.8
"8.6.2023 9:55:29",3,207,621,12.1
"8.6.2023 9:55:29",4,206,618,11.8
"8.6.2023 9:55:38",1,207,621,12.1
"8.6.2023 9:55:38",2,207,621,12.1
"8.6.2023 9:55:38",3,207,621,12.1
"8.6.2023 9:55:38",4,206,618,11.8
"8.6.2023 9:55:48",1,206,618,11.8
"8.6.2023 9:55:48",2,206,618,11.8
"8.6.2023 9:55:48",3,207,621,12.1
"8.6.2023 9:55:48",4,205,615,11.5
"8.6.2023 9:55:58",1,207,621,12.1
"8.6.2023 9:55:58",2,206,618,11.8
"8.6.2023 9:55:58",3,207,621,12.1
"8.6.2023 9:55:58",4,206,618,11.8
"8.6.2023 9:56:7",1,208,624,12.4
"8.6.2023 9:56:7",2,207,621,12.1
"8.6.2023 9:56:7",3,207,621,12.1
"8.6.2023 9:56:7",4,206,618,11.8
"8.6.2023 9:56:17",1,206,618,11.8
"8.6.2023 9:56:17",2,207,621,12.1
"8.6.2023 9:56:17",3,207,621,12.1
"8.6.2023 9:56:17",4,205,615,11.5
"8.6.2023 9:56:26",1,208,624,12.4
"8.6.2023 9:56:26",2,207,621,12.1
"8.6.2023 9:56:26",3,207,621,12.1
"8.6.2023 9:56:26",4,206,618,11.8
"8.6.2023 9:56:36",1,205,615,11.5
"8.6.2023 9:56:36",2,207,621,12.1
"8.6.2023 9:56:36",3,208,624,12.4
"8.6.2023 9:56:36",4,204,612,11.2
"8.6.2023 9:56:46",1,207,621,12.1
"8.6.2023 9:56:46",2,207,621,12.1
"8.6.2023 9:56:46",3,207,621,12.1
"8.6.2023 9:56:46",4,206,618,11.8
"8.6.2023 9:56:55",1,207,621,12.1
"8.6.2023 9:56:55",2,209,627,12.7
"8.6.2023 9:56:55",3,208,624,12.4
"8.6.2023 9:56:55",4,206,618,11.8
"8.6.2023 9:57:5",1,206,618,11.8
"8.6.2023 9:57:5",2,207,621,12.1
"8.6.2023 9:57:5",3,208,624,12.4
"8.6.2023 9:57:5",4,207,621,12.1
"8.6.2023 9:57:15",1,207,621,12.1
"8.6.2023 9:57:15",2,207,621,12.1
"8.6.2023 9:57:15",3,208,624,12.4
"8.6.2023 9:57:15",4,206,618,11.8
"8.6.2023 9:57:24",1,208,624,12.4
"8.6.2023 9:57:24",2,207,621,12.1
"8.6.2023 9:57:24",3,208,624,12.4
"8.6.2023 9:57:24",4,209,627,12.7
"8.6.2023 9:57:34",1,206,618,11.8
"8.6.2023 9:57:34",2,207,621,12.1
"8.6.2023 9:57:34",3,207,621,12.1
"8.6.2023 9:57:34",4,207,621,12.1
"8.6.2023 9:57:43",1,207,621,12.1
"8.6.2023 9:57:43",2,207,621,12.1
"8.6.2023 9:57:43",3,207,621,12.1
"8.6.2023 9:57:43",4,207,621,12.1
"8.6.2023 9:57:53",1,207,621,12.1
"8.6.2023 9:57:53",2,208,624,12.4
"8.6.2023 9:57:53",3,208,624,12.4
"8.6.2023 9:57:53",4,208,624,12.4
"8.6.2023 9:58:3",1,206,618,11.8
"8.6.2023 9:58:3",2,205,615,11.5
"8.6.2023 9:58:3",3,208,624,12.4
"8.6.2023 9:58:3",4,207,621,12.1
"8.6.2023 9:58:12",1,208,624,12.4
"8.6.2023 9:58:12",2,206,618,11.8
"8.6.2023 9:58:12",3,207,621,12.1
"8.6.2023 9:58:12",4,206,618,11.8
"8.6.2023 9:58:22",1,207,621,12.1
"8.6.2023 9:58:22",2,207,621,12.1
"8.6.2023 9:58:22",3,208,624,12.4
"8.6.2023 9:58:22",4,207,621,12.1
"8.6.2023 9:58:32",1,207,621,12.1
"8.6.2023 9:58:32",2,207,621,12.1
"8.6.2023 9:58:32",3,208,624,12.4
"8.6.2023 9:58:32",4,206,618,11.8
"8.6.2023 9:58:41",1,207,621,12.1
"8.6.2023 9:58:41",2,207,621,12.1
"8.6.2023 9:58:41",3,207,621,12.1
"8.6.2023 9:58:41",4,207,621,12.1
"8.6.2023 9:58:51",1,207,621,12.1
"8.6.2023 9:58:51",2,208,624,12.4
"8.6.2023 9:58:51",3,209,627,12.7
"8.6.2023 9:58:51",4,205,615,11.5
"8.6.2023 9:59:0",1,207,621,12.1
"8.6.2023 9:59:0",2,207,621,12.1
"8.6.2023 9:59:0",3,207,621,12.1
"8.6.2023 9:59:0",4,207,621,12.1
"8.6.2023 9:59:10",1,207,621,12.1
"8.6.2023 9:59:10",2,201,603,10.3
"8.6.2023 9:59:10",3,203,609,10.9
"8.6.2023 9:59:10",4,206,618,11.8
"8.6.2023 9:59:20",1,207,621,12.1
"8.6.2023 9:59:20",2,208,624,12.4
"8.6.2023 9:59:20",3,208,624,12.4
"8.6.2023 9:59:20",4,206,618,11.8
"8.6.2023 9:59:29",1,206,618,11.8
"8.6.2023 9:59:29",2,208,624,12.4
"8.6.2023 9:59:29",3,209,627,12.7
"8.6.2023 9:59:29",4,207,621,12.1
"8.6.2023 9:59:39",1,206,618,11.8
"8.6.2023 9:59:39",2,208,624,12.4
"8.6.2023 9:59:39",3,209,627,12.7
"8.6.2023 9:59:39",4,208,624,12.4
"8.6.2023 9:59:49",1,207,621,12.1
"8.6.2023 9:59:49",2,209,627,12.7
"8.6.2023 9:59:49",3,208,624,12.4
"8.6.2023 9:59:49",4,205,615,11.5
"8.6.2023 9:59:58",1,208,624,12.4
"8.6.2023 9:59:58",2,207,621,12.1
"8.6.2023 9:59:58",3,209,627,12.7
"8.6.2023 9:59:58",4,207,621,12.1
"8.6.2023 10:0:8",1,207,621,12.1
"8.6.2023 10:0:8",2,208,624,12.4
"8.6.2023 10:0:8",3,207,621,12.1
"8.6.2023 10:0:8",4,207,621,12.1
"8.6.2023 10:0:17",1,206,618,11.8
"8.6.2023 10:0:17",2,208,624,12.4
"8.6.2023 10:0:17",3,209,627,12.7
"8.6.2023 10:0:17",4,207,621,12.1
"8.6.2023 10:0:27",1,207,621,12.1
"8.6.2023 10:0:27",2,207,621,12.1
"8.6.2023 10:0:27",3,209,627,12.7
"8.6.2023 10:0:27",4,206,618,11.8
"8.6.2023 10:0:37",1,207,621,12.1
"8.6.2023 10:0:37",2,208,624,12.4
"8.6.2023 10:0:37",3,208,624,12.4
"8.6.2023 10:0:37",4,207,621,12.1
"8.6.2023 10:0:46",1,208,624,12.4
"8.6.2023 10:0:46",2,207,621,12.1
"8.6.2023 10:0:46",3,208,624,12.4
"8.6.2023 10:0:46",4,206,618,11.8
"8.6.2023 10:0:56",1,206,618,11.8
"8.6.2023 10:0:56",2,208,624,12.4
"8.6.2023 10:0:56",3,209,627,12.7
"8.6.2023 10:0:56",4,207,621,12.1
"8.6.2023 10:1:5",1,207,621,12.1
"8.6.2023 10:1:5",2,208,624,12.4
"8.6.2023 10:1:5",3,209,627,12.7
"8.6.2023 10:1:5",4,208,624,12.4
"8.6.2023 10:1:15",1,208,624,12.4
"8.6.2023 10:1:15",2,208,624,12.4
"8.6.2023 10:1:15",3,209,627,12.7
"8.6.2023 10:1:15",4,207,621,12.1
"8.6.2023 10:1:25",1,208,624,12.4
"8.6.2023 10:1:25",2,207,621,12.1
"8.6.2023 10:1:25",3,207,621,12.1
"8.6.2023 10:1:25",4,207,621,12.1
"8.6.2023 10:1:34",1,207,621,12.1
"8.6.2023 10:1:34",2,208,624,12.4
"8.6.2023 10:1:34",3,209,627,12.7
"8.6.2023 10:1:34",4,205,615,11.5
"8.6.2023 10:1:44",1,207,621,12.1
"8.6.2023 10:1:44",2,208,624,12.4
"8.6.2023 10:1:44",3,210,630,13
"8.6.2023 10:1:44",4,206,618,11.8
"8.6.2023 10:1:54",1,208,624,12.4
"8.6.2023 10:1:54",2,208,624,12.4
"8.6.2023 10:1:54",3,208,624,12.4
"8.6.2023 10:1:54",4,207,621,12.1
"8.6.2023 10:2:3",1,208,624,12.4
"8.6.2023 10:2:3",2,208,624,12.4
"8.6.2023 10:2:3",3,208,624,12.4
"8.6.2023 10:2:3",4,207,621,12.1
"8.6.2023 10:2:13",1,209,627,12.7
"8.6.2023 10:2:13",2,209,627,12.7
"8.6.2023 10:2:13",3,207,621,12.1
"8.6.2023 10:2:13",4,208,624,12.4
"8.6.2023 10:2:22",1,208,624,12.4
"8.6.2023 10:2:22",2,209,627,12.7
"8.6.2023 10:2:22",3,208,624,12.4
"8.6.2023 10:2:22",4,208,624,12.4
"8.6.2023 10:2:32",1,206,618,11.8
"8.6.2023 10:2:32",2,213,639,13.9
"8.6.2023 10:2:32",3,209,627,12.7
"8.6.2023 10:2:32",4,208,624,12.4
"8.6.2023 10:2:42",1,208,624,12.4
"8.6.2023 10:2:42",2,209,627,12.7
"8.6.2023 10:2:42",3,208,624,12.4
"8.6.2023 10:2:42",4,207,621,12.1
"8.6.2023 10:2:51",1,209,627,12.7
"8.6.2023 10:2:51",2,208,624,12.4
"8.6.2023 10:2:51",3,209,627,12.7
"8.6.2023 10:2:51",4,207,621,12.1
"8.6.2023 10:3:1",1,207,621,12.1
"8.6.2023 10:3:1",2,208,624,12.4
"8.6.2023 10:3:1",3,209,627,12.7
"8.6.2023 10:3:1",4,208,624,12.4
"8.6.2023 10:3:10",1,208,624,12.4
"8.6.2023 10:3:10",2,207,621,12.1
"8.6.2023 10:3:10",3,209,627,12.7
"8.6.2023 10:3:10",4,207,621,12.1
"8.6.2023 10:3:20",1,207,621,12.1
"8.6.2023 10:3:20",2,207,621,12.1
"8.6.2023 10:3:20",3,206,618,11.8
"8.6.2023 10:3:20",4,207,621,12.1
"8.6.2023 10:3:30",1,208,624,12.4
"8.6.2023 10:3:30",2,207,621,12.1
"8.6.2023 10:3:30",3,210,630,13
"8.6.2023 10:3:30",4,207,621,12.1
"8.6.2023 10:3:39",1,208,624,12.4
"8.6.2023 10:3:39",2,208,624,12.4
"8.6.2023 10:3:39",3,209,627,12.7
"8.6.2023 10:3:39",4,207,621,12.1
"8.6.2023 10:3:49",1,207,621,12.1
"8.6.2023 10:3:49",2,207,621,12.1
"8.6.2023 10:3:49",3,209,627,12.7
"8.6.2023 10:3:49",4,207,621,12.1
"8.6.2023 10:3:58",1,208,624,12.4
"8.6.2023 10:3:58",2,208,624,12.4
"8.6.2023 10:3:58",3,207,621,12.1
"8.6.2023 10:3:58",4,207,621,12.1
"8.6.2023 10:4:8",1,208,624,12.4
"8.6.2023 10:4:8",2,208,624,12.4
"8.6.2023 10:4:8",3,210,630,13
"8.6.2023 10:4:8",4,207,621,12.1
"8.6.2023 10:4:18",1,209,627,12.7
"8.6.2023 10:4:18",2,209,627,12.7
"8.6.2023 10:4:18",3,209,627,12.7
"8.6.2023 10:4:18",4,208,624,12.4
"8.6.2023 10:4:27",1,208,624,12.4
"8.6.2023 10:4:27",2,208,624,12.4
"8.6.2023 10:4:27",3,208,624,12.4
"8.6.2023 10:4:27",4,208,624,12.4
"8.6.2023 10:4:36",1,208,624,12.4
"8.6.2023 10:4:36",2,207,621,12.1
"8.6.2023 10:4:36",3,207,621,12.1
"8.6.2023 10:4:36",4,207,621,12.1
"8.6.2023 10:4:46",1,209,627,12.7
"8.6.2023 10:4:46",2,202,606,10.6
"8.6.2023 10:4:46",3,208,624,12.4
"8.6.2023 10:4:46",4,207,621,12.1
"8.6.2023 10:4:55",1,208,624,12.4
"8.6.2023 10:4:55",2,208,624,12.4
"8.6.2023 10:4:55",3,207,621,12.1
"8.6.2023 10:4:55",4,208,624,12.4
"8.6.2023 10:5:4",1,207,621,12.1
"8.6.2023 10:5:4",2,207,621,12.1
"8.6.2023 10:5:4",3,209,627,12.7
"8.6.2023 10:5:4",4,207,621,12.1
"8.6.2023 10:5:13",1,207,621,12.1
"8.6.2023 10:5:13",2,209,627,12.7
"8.6.2023 10:5:13",3,209,627,12.7
"8.6.2023 10:5:13",4,207,621,12.1
"8.6.2023 10:5:22",1,208,624,12.4
"8.6.2023 10:5:22",2,208,624,12.4
"8.6.2023 10:5:22",3,208,624,12.4
"8.6.2023 10:5:22",4,207,621,12.1
"8.6.2023 10:5:31",1,208,624,12.4
"8.6.2023 10:5:31",2,207,621,12.1
"8.6.2023 10:5:31",3,208,624,12.4
"8.6.2023 10:5:31",4,208,624,12.4
"8.6.2023 10:5:41",1,208,624,12.4
"8.6.2023 10:5:41",2,207,621,12.1
"8.6.2023 10:5:41",3,210,630,13
"8.6.2023 10:5:41",4,207,621,12.1
"8.6.2023 10:5:50",1,210,630,13
"8.6.2023 10:5:50",2,207,621,12.1
"8.6.2023 10:5:50",3,208,624,12.4
"8.6.2023 10:5:50",4,208,624,12.4
"8.6.2023 10:5:59",1,208,624,12.4
"8.6.2023 10:5:59",2,209,627,12.7
"8.6.2023 10:5:59",3,210,630,13
"8.6.2023 10:5:59",4,208,624,12.4
"8.6.2023 10:6:8",1,209,627,12.7
"8.6.2023 10:6:8",2,207,621,12.1
"8.6.2023 10:6:8",3,208,624,12.4
"8.6.2023 10:6:8",4,208,624,12.4
"8.6.2023 10:6:17",1,207,621,12.1
"8.6.2023 10:6:17",2,207,621,12.1
"8.6.2023 10:6:17",3,208,624,12.4
"8.6.2023 10:6:17",4,207,621,12.1
"8.6.2023 10:6:27",1,208,624,12.4
"8.6.2023 10:6:27",2,209,627,12.7
"8.6.2023 10:6:27",3,209,627,12.7
"8.6.2023 10:6:27",4,208,624,12.4
"8.6.2023 10:6:36",1,208,624,12.4
"8.6.2023 10:6:36",2,208,624,12.4
"8.6.2023 10:6:36",3,209,627,12.7
"8.6.2023 10:6:36",4,209,627,12.7
"8.6.2023 10:6:45",1,208,624,12.4
"8.6.2023 10:6:45",2,209,627,12.7
"8.6.2023 10:6:45",3,209,627,12.7
"8.6.2023 10:6:45",4,208,624,12.4
"8.6.2023 10:6:54",1,208,624,12.4
"8.6.2023 10:6:54",2,203,609,10.9
"8.6.2023 10:6:54",3,209,627,12.7
"8.6.2023 10:6:54",4,208,624,12.4
"8.6.2023 10:7:3",1,208,624,12.4
"8.6.2023 10:7:3",2,208,624,12.4
"8.6.2023 10:7:3",3,208,624,12.4
"8.6.2023 10:7:3",4,208,624,12.4
"8.6.2023 10:7:12",1,208,624,12.4
"8.6.2023 10:7:12",2,208,624,12.4
"8.6.2023 10:7:12",3,209,627,12.7
"8.6.2023 10:7:12",4,207,621,12.1
"8.6.2023 10:7:22",1,208,624,12.4
"8.6.2023 10:7:22",2,208,624,12.4
"8.6.2023 10:7:22",3,209,627,12.7
"8.6.2023 10:7:22",4,208,624,12.4
"8.6.2023 10:7:31",1,207,621,12.1
"8.6.2023 10:7:31",2,208,624,12.4
"8.6.2023 10:7:31",3,209,627,12.7
"8.6.2023 10:7:31",4,208,624,12.4
"8.6.2023 10:7:40",1,208,624,12.4
"8.6.2023 10:7:40",2,210,630,13
"8.6.2023 10:7:40",3,211,633,13.3
"8.6.2023 10:7:40",4,208,624,12.4
"8.6.2023 10:7:49",1,209,627,12.7
"8.6.2023 10:7:49",2,210,630,13
"8.6.2023 10:7:49",3,211,633,13.3
"8.6.2023 10:7:49",4,208,624,12.4
"8.6.2023 10:7:58",1,208,624,12.4
"8.6.2023 10:7:58",2,208,624,12.4
"8.6.2023 10:7:58",3,209,627,12.7
"8.6.2023 10:7:58",4,208,624,12.4
"8.6.2023 10:8:7",1,208,624,12.4
"8.6.2023 10:8:7",2,208,624,12.4
"8.6.2023 10:8:7",3,210,630,13
"8.6.2023 10:8:7",4,207,621,12.1
"8.6.2023 10:8:17",1,208,624,12.4
"8.6.2023 10:8:17",2,209,627,12.7
"8.6.2023 10:8:17",3,208,624,12.4
"8.6.2023 10:8:17",4,208,624,12.4
"8.6.2023 10:8:26",1,208,624,12.4
"8.6.2023 10:8:26",2,208,624,12.4
"8.6.2023 10:8:26",3,208,624,12.4
"8.6.2023 10:8:26",4,207,621,12.1
"8.6.2023 10:8:35",1,208,624,12.4
"8.6.2023 10:8:35",2,209,627,12.7
"8.6.2023 10:8:35",3,209,627,12.7
"8.6.2023 10:8:35",4,209,627,12.7
"8.6.2023 10:8:44",1,208,624,12.4
"8.6.2023 10:8:44",2,209,627,12.7
"8.6.2023 10:8:44",3,209,627,12.7
"8.6.2023 10:8:44",4,207,621,12.1
"8.6.2023 10:8:53",1,209,627,12.7
"8.6.2023 10:8:53",2,209,627,12.7
"8.6.2023 10:8:53",3,209,627,12.7
"8.6.2023 10:8:53",4,207,621,12.1
"8.6.2023 10:9:3",1,210,630,13
"8.6.2023 10:9:3",2,208,624,12.4
"8.6.2023 10:9:3",3,211,633,13.3
"8.6.2023 10:9:3",4,208,624,12.4
"8.6.2023 10:9:12",1,209,627,12.7
"8.6.2023 10:9:12",2,207,621,12.1
"8.6.2023 10:9:12",3,209,627,12.7
"8.6.2023 10:9:12",4,209,627,12.7
"8.6.2023 10:9:21",1,207,621,12.1
"8.6.2023 10:9:21",2,209,627,12.7
"8.6.2023 10:9:21",3,210,630,13
"8.6.2023 10:9:21",4,207,621,12.1
"8.6.2023 10:9:30",1,209,627,12.7
"8.6.2023 10:9:30",2,209,627,12.7
"8.6.2023 10:9:30",3,210,630,13
"8.6.2023 10:9:30",4,207,621,12.1
"8.6.2023 10:9:39",1,209,627,12.7
"8.6.2023 10:9:39",2,210,630,13
"8.6.2023 10:9:39",3,209,627,12.7
"8.6.2023 10:9:39",4,209,627,12.7
"8.6.2023 10:9:48",1,209,627,12.7
"8.6.2023 10:9:48",2,209,627,12.7
"8.6.2023 10:9:48",3,209,627,12.7
"8.6.2023 10:9:48",4,207,621,12.1
"8.6.2023 10:9:58",1,208,624,12.4
"8.6.2023 10:9:58",2,208,624,12.4
"8.6.2023 10:9:58",3,209,627,12.7
"8.6.2023 10:9:58",4,208,624,12.4
"8.6.2023 10:10:7",1,207,621,12.1
"8.6.2023 10:10:7",2,209,627,12.7
"8.6.2023 10:10:7",3,210,630,13
"8.6.2023 10:10:7",4,208,624,12.4
"8.6.2023 10:10:16",1,208,624,12.4
"8.6.2023 10:10:16",2,208,624,12.4
"8.6.2023 10:10:16",3,210,630,13
"8.6.2023 10:10:16",4,207,621,12.1
